0,0.004
10000,8.3447
20000,15.4811
30000,22.6765
40000,34.3814
50000,41.6471
60000,49.8685
70000,57.6027
80000,65.8806
90000,72.8036
100000,80.0209
110000,87.5605
120000,95.9538
130000,104.925
140000,111.589
150000,119.279
160000,121.14
170000,128.215
180000,136.143
190000,150.071
200000,159.923
210000,168.01
220000,176.136
230000,184.661
240000,192.673
250000,201.042
260000,208.905
270000,216.809
280000,225.258
290000,233.941
300000,242.101
310000,253.967
320000,262.704
330000,271.366
340000,280.154
350000,287.935
360000,296.463
370000,304.522
380000,313.069
390000,332.153
400000,341.112
410000,349.99
420000,360.019
430000,368.935
440000,377.477
450000,386.206
460000,395.046
470000,403.02
480000,411.531
490000,419.91
500000,428.733
510000,436.954
520000,446.086
530000,455.467
540000,467.681
550000,476.644
560000,485.422
570000,493.557
580000,502.276
590000,510.146
600000,517.54
610000,526.475
620000,535.835
630000,544.748
640000,553.761
650000,564.995
660000,574.124
670000,583.059
680000,591.887
690000,600.781
700000,609.578
710000,618.31
720000,626.738
730000,635.31
740000,643.028
750000,651.767
760000,663.594
770000,674.113
780000,683.459
790000,692.811
800000,707.358
810000,716.44
820000,725.665
830000,734.623
840000,743.364
850000,751.456
860000,759.777
870000,770.888
880000,780.085
890000,789.071
900000,798.002
910000,806.947
920000,815.876
930000,824.959
940000,833.973
950000,843.239
960000,852.421
970000,861.438
980000,872.652
990000,882.016
1000000,891.123
